week,user,device,subscription,tenure,state,post_code,customer_experience_rank,area_experience_state_rank,area_experience_post_code_rank,customer_base_rank(data+voice),customer_base_rank(data),probing_eea_customer,crowd_data_customer,complaint_data_customer,customer_base_rank(voice),probing_netscout_customer,crowd_voice_customer,complaint_voice_customer,sector_base_rank,ran_sector,probing_sector,crowd_sector,complaint_sector,additional_sector,probing_sector_eea,probing_sector_netscout,complaint_data_sector,complaint_voice_sector,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s1_score,s2_score,s3_score,s4_score,s5_score,s6_score,s7_score,s8_score,s9_score,s10_score,s1-duration_%,s2-duration_%,s3-duration_%,s4-duration_%,s5-duration_%,s6-duration_%,s7-duration_%,s8-duration_%,s9-duration_%,s10-duration_%,s1-ran,s2-ran,s3-ran,s4-ran,s5-ran,s6-ran,s7-ran,s8-ran,s9-ran,s10-ran,s1-probing_sector_eea,s2-probing_sector_eea,s3-probing_sector_eea,s4-probing_sector_eea,s5-probing_sector_eea,s6-probing_sector_eea,s7-probing_sector_eea,s8-probing_sector_eea,s9-probing_sector_eea,s10-probing_sector_eea,s1-probing_sector_netscout,s2-probing_sector_netscout,s3-probing_sector_netscout,s4-probing_sector_netscout,s5-probing_sector_netscout,s6-probing_sector_netscout,s7-probing_sector_netscout,s8-probing_sector_netscout,s9-probing_sector_netscout,s10-probing_sector_netscout,s1-crowd,s2-crowd,s3-crowd,s4-crowd,s5-crowd,s6-crowd,s7-crowd,s8-crowd,s9-crowd,s10-crowd,s1-complaint-voice,s2-complaint-voice,s3-complaint-voice,s4-complaint-voice,s5-complaint-voice,s6-complaint-voice,s7-complaint-voice,s8-complaint-voice,s9-complaint-voice,s10-complaint-voice,s1-complaint-data,s2-complaint-data,s3-complaint-data,s4-complaint-data,s5-complaint-data,s6-complaint-data,s7-complaint-data,s8-complaint-data,s9-complaint-data,s10-complaint-data,s1-churn_score,s2-churn_score,s3-churn_score,s4-churn_score,s5-churn_score,s6-churn_score,s7-churn_score,s8-churn_score,s9-churn_score,s10-churn_score,zone,user_usage_data_volume(gb),primary_data_usage_pattern_user,s1_usage_data_volume(gb),primary_data_usage_pattern_sector,s1_churned_users,s2_churned_users,s3_churned_users,s4_churned_users,s5_churned_users,s6_churned_users,s7_churned_users,s8_churned_users,s9_churned_users,s10_churned_users,s1_customer_eea,s2_customer_eea,s3_customer_eea,s4_customer_eea,s5_customer_eea,s6_customer_eea,s7_customer_eea,s8_customer_eea,s9_customer_eea,s10_customer_eea,total_call_by_user,worst_sec1,worst_sec2,worst_sec3,capacity_worst_sec1,accessibility_worst_sec1,quality_worst_sec1,capacity_worst_sec2,accessibility_worst_sec2,quality_worst_sec2,capacity_worst_sec3,accessibility_worst_sec3,quality_worst_sec3,s1_churn_ratio,s2_churn_ratio,s3_churn_ratio,s4_churn_ratio,s5_churn_ratio,s6_churn_ratio,s7_churn_ratio,s8_churn_ratio,s9_churn_ratio,s10_churn_ratio,s1_city,s10_city,s2_city,s3_city,s4_city,s5_city,s6_city,s7_city,s8_city,s9_city,worst_sec1_city,worst_sec2_city,worst_sec3_city,complaint_rfc_fault,s1_complaint_count,s2_complaint_count,s3_complaint_count,s4_complaint_count,s5_complaint_count,s6_complaint_count,s7_complaint_count,s8_complaint_count,s9_complaint_count,s10_complaint_count,primary_voice_usage_pattern_user,user_category
24/03/2025,ECDGEHDACIFF,THALES Cinterion ELS61-AUS,-,-,NSW,2330,67,75,76,82,63,25,-,100,100,-,-,100,52,84,78,0,100,0,60,95,100,100,202431_1,-,-,-,-,-,-,-,-,-,68,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,84,-,-,-,-,-,-,-,-,-,60,-,-,-,-,-,-,-,-,-,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone3,-,-,26.99,Normal Data User,-,-,-,-,-,-,-,-,-,-,2887,-,-,-,-,-,-,-,-,-,-,202431_1,-,-,100,89,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Singleton,-,-,-,-,-,-,-,-,-,Singleton,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,JBJCFDGAHIHD,Apple iPhone 6S (A1688),-,-,NSW,2794,67,75,75,82,63,25,-,100,100,-,-,100,51,78,78,0,100,0,75,80,100,100,240341_1,-,-,-,-,-,-,-,-,-,67,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,78,-,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone3,-,-,0,Normal Data User,-,-,-,-,-,-,-,-,-,-,487,-,-,-,-,-,-,-,-,-,-,240341_1,-,-,100,97,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cowra,-,-,-,-,-,-,-,-,-,Cowra,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,GDJFECHJDCCB,Realme RMX3195,-,-,QLD,4737,67,66,67,85,70,40,-,100,100,-,-,100,48,71,68,0,100,0,40,95,100,100,404537_1,-,-,-,-,-,-,-,-,-,61,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,71,-,-,-,-,-,-,-,-,-,40,-,-,-,-,-,-,-,-,-,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone2,-,-,56.28,Normal Data User,-,-,-,-,-,-,-,-,-,-,1604,-,-,-,-,-,-,-,-,-,-,404537_1,-,-,58,82,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sarina,-,-,-,-,-,-,-,-,-,Sarina,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,IGBIGGEFHADFJ,Samsung Galaxy S21 Ultra 5G,-,-,QLD,4067,67,66,70,82,63,25,-,100,100,-,-,100,52,78,83,0,100,0,65,100,100,100,447071_3,-,-,-,-,-,-,-,-,-,69,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,78,-,-,-,-,-,-,-,-,-,65,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone1,-,-,8.81,Normal Data User,-,-,-,-,-,-,-,-,-,-,8470,-,-,-,-,-,-,-,-,-,-,447071_3,-,-,70,100,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,St Lucia,-,-,-,-,-,-,-,-,-,St Lucia,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,JBJIBFBGABIA,Apple iPhone 13 Pro (A2638),-,-,NSW,2400,67,75,63,82,63,25,-,100,100,-,-,100,51,78,78,0,100,0,85,70,100,100,201662_1,-,-,-,-,-,-,-,-,-,67,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,78,-,-,-,-,-,-,-,-,-,85,-,-,-,-,-,-,-,-,-,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone3,-,-,1.24,Normal Data User,-,-,-,-,-,-,-,-,-,-,489,-,-,-,-,-,-,-,-,-,-,201662_1,-,-,100,98,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Moree,-,-,-,-,-,-,-,-,-,Moree,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,IGBDHBDHAGJCA,Unknown,-,-,NSW,2481,67,75,73,80,60,20,-,100,100,-,-,100,53,78,88,0,100,0,86,90,100,100,202670_4,240312_3,228242_3,240313_2,-,-,-,-,-,-,73,69,71,69,-,-,-,-,-,-,33.33,33.33,16.67,16.67,-,-,-,-,-,-,77,78,79,76,-,-,-,-,-,-,95,80,85,80,-,-,-,-,-,-,95,85,90,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone3,-,-,2.0700000000000003,Normal Data User,-,-,-,-,-,-,-,-,-,-,1110,421,1025,383,-,-,-,-,-,-,-,240312_3,240313_2,228242_3,90,99,80,80,100,80,100,99,60,-,-,-,-,-,-,-,-,-,-,Byron Bay,-,Piora,North Lismore,MALLANGANEE,-,-,-,-,-,Piora,MALLANGANEE,North Lismore,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,GBEGJHHBIJC,Samsung GALAXY S9+ SM-G965F,-,-,QLD,4500,67,66,87,82,100,100,-,100,63,25,-,100,52,80,80,0,100,0,65,95,100,100,404297_3,-,-,-,-,-,-,-,-,-,68,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,80,-,-,-,-,-,-,-,-,-,65,-,-,-,-,-,-,-,-,-,95,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone2,-,-,65.8,Normal Data User,-,-,-,-,-,-,-,-,-,-,5040,-,-,-,-,-,-,-,-,-,1,404297_3,-,-,85,86,65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,WARNER,-,-,-,-,-,-,-,-,-,WARNER,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,GBECFCEBEIA,Samsung Galaxy S20 FE 5G,$49 Lite Pln,-,WA,6258,67,69,63,75,100,100,-,100,50,0,-,100,59,69,83,45,100,0,75,90,100,100,606218_0,-,-,-,-,-,-,-,-,-,76,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,69,-,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,90,-,-,-,-,-,-,-,-,-,45,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone3,0.62,Normal Data User,11.54,Normal Data User,-,-,-,-,-,-,-,-,-,-,1069,-,-,-,-,-,-,-,-,-,28,606218_0,-,-,40,99,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Manjimup,-,-,-,-,-,-,-,-,-,Manjimup,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,CAT 4
24/03/2025,GBEDDHEAEDC,Unknown,$35 Pay and Go.,-,NSW,2330,67,75,76,79,100,100,-,100,58,15,-,100,54,82,77,1,100,9,62,92,100,100,202431_3,202431_1,240515_3,240025_3,-,-,-,-,-,-,67,68,67,73,-,-,-,-,-,-,59.38,28.12,9.38,3.12,-,-,-,-,-,-,83,84,74,78,-,-,-,-,-,-,60,60,75,75,-,-,-,-,-,-,90,95,95,90,-,-,-,-,-,-,0,-,-,20,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,100,-,-,-,-,-,-,-,Zone3,0,Normal Data User,17.51,Normal Data User,-,-,1,-,-,-,-,-,-,-,1303,2887,2386,2684,-,-,-,-,-,-,1,202431_3,240515_3,202431_1,100,90,80,70,99,60,100,89,80,-,-,0,-,-,-,-,-,-,-,Singleton,-,Singleton,SINGLETON,McDougalls Hill,-,-,-,-,-,Singleton,SINGLETON,Singleton,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,CAT 4
24/03/2025,BDADDCEEFJH,Apple iPhone 15 Pro (A2848),-,-,QLD,4610,67,66,63,82,63,25,-,100,100,-,-,100,51,78,75,0,100,0,60,90,100,100,440245_1,-,-,-,-,-,-,-,-,-,66,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,78,-,-,-,-,-,-,-,-,-,60,-,-,-,-,-,-,-,-,-,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone3,-,-,0.77,Normal Data User,-,-,-,-,-,-,-,-,-,-,673,-,-,-,-,-,-,-,-,-,-,440245_1,-,-,90,98,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Kumbia,-,-,-,-,-,-,-,-,-,Kumbia,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,IGBHCAFCDDCBC,HUAWEI Pxx Pro,-,-,TAS,7190,67,81,71,82,63,25,-,100,100,-,-,100,51,68,85,0,100,0,75,95,100,100,780022_3,-,-,-,-,-,-,-,-,-,68,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,68,-,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone3,-,-,1.24,Normal Data User,-,-,-,-,-,-,-,-,-,-,737,-,-,-,-,-,-,-,-,-,-,780022_3,-,-,30,100,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Little Swanport,-,-,-,-,-,-,-,-,-,Little Swanport,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,EJBFBHIGDEABJ,u-blox TOBY-L210,-,-,QLD,4741,67,66,68,80,60,20,-,100,100,-,-,100,53,73,77,5,100,8,77,76,100,100,404652_2,440361_3,404664_0,-,-,-,-,-,-,-,63,73,64,-,-,-,-,-,-,-,66.67,23.33,10,-,-,-,-,-,-,-,72,72,78,-,-,-,-,-,-,-,75,80,80,-,-,-,-,-,-,-,70,95,70,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,80,-,-,-,-,-,-,-,Zone2,-,-,8.91,Normal Data User,-,-,1,-,-,-,-,-,-,-,1170,1405,427,-,-,-,-,-,-,-,-,404652_2,404664_0,440361_3,80,97,60,100,100,80,60,100,60,-,-,0.2,-,-,-,-,-,-,-,Mackay,-,PARKHURST,Mt Kelly,-,-,-,-,-,-,Mackay,Mt Kelly,PARKHURST,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,IICDFAIAEHAGEBA,u-blox TOBY-R202,-,-,QLD,4741,67,66,68,85,70,40,-,100,100,-,-,100,49,72,73,0,100,0,75,70,100,100,404652_2,-,-,-,-,-,-,-,-,-,63,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,72,-,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone2,-,-,8.91,Normal Data User,-,-,-,-,-,-,-,-,-,-,1170,-,-,-,-,-,-,-,-,-,-,404652_2,-,-,80,97,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mackay,-,-,-,-,-,-,-,-,-,Mackay,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,BHADJEEBDFA,Apple iPhone 14 (A2649),-,-,NSW,2646,67,75,60,82,63,25,-,100,100,-,-,100,52,78,80,0,100,0,65,95,100,100,240353_2,-,-,-,-,-,-,-,-,-,68,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,78,-,-,-,-,-,-,-,-,-,65,-,-,-,-,-,-,-,-,-,95,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone3,-,-,0.55,Normal Data User,-,-,-,-,-,-,-,-,-,-,584,-,-,-,-,-,-,-,-,-,-,240353_2,-,-,90,98,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Savernake,-,-,-,-,-,-,-,-,-,Savernake,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,EJBFBHJFEEAIB,u-blox TOBY-L210,-,-,WA,6420,67,69,78,82,63,25,-,100,100,-,-,100,51,78,78,0,100,0,75,80,100,100,640109_2,-,-,-,-,-,-,-,-,-,67,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,78,-,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone3,-,-,1.54,Normal Data User,-,-,-,-,-,-,-,-,-,-,430,-,-,-,-,-,-,-,-,-,-,640109_2,-,-,100,99,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Burracoppin,-,-,-,-,-,-,-,-,-,Burracoppin,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,BJBBAIGFJIIDII,Unknown,-,-,QLD,4610,67,66,63,82,63,25,-,100,100,-,-,100,52,76,85,0,100,0,80,90,100,100,440247_1,-,-,-,-,-,-,-,-,-,69,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,76,-,-,-,-,-,-,-,-,-,80,-,-,-,-,-,-,-,-,-,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone3,-,-,13.85,Normal Data User,-,-,-,-,-,-,-,-,-,-,484,-,-,-,-,-,-,-,-,-,-,440247_1,-,-,80,100,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Boyneside,-,-,-,-,-,-,-,-,-,Boyneside,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,GHJJEDCECJ,Samsung SM-J200Y,-,-,QLD,4569,67,66,73,82,63,25,-,100,100,-,-,100,52,78,83,0,100,0,70,95,100,100,404147_1,-,-,-,-,-,-,-,-,-,69,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,78,-,-,-,-,-,-,-,-,-,70,-,-,-,-,-,-,-,-,-,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone2,-,-,20.020000000000003,Normal Data User,-,-,-,-,-,-,-,-,-,-,840,-,-,-,-,-,-,-,-,-,-,404147_1,-,-,81,81,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cooran,-,-,-,-,-,-,-,-,-,Cooran,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,IGBFJGCGJCJAD,Samsung Galaxy Z Flip6,-,-,QLD,4740,67,66,86,82,63,25,-,100,100,-,-,100,52,77,85,0,100,0,70,100,100,100,404738_1,-,-,-,-,-,-,-,-,-,69,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,77,-,-,-,-,-,-,-,-,-,70,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone2,-,-,11.34,Normal Data User,-,-,-,-,-,-,-,-,-,-,1343,-,-,-,-,-,-,-,-,-,-,404738_1,-,-,80,100,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mackay,-,-,-,-,-,-,-,-,-,Mackay,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,GBECAFIFJBA,Samsung Galaxy Tab A8,$15 Red Tablet Plus,-,QLD,4569,67,66,73,79,100,100,-,100,58,15,-,100,54,78,88,5,100,0,80,95,100,100,404147_2,404147_1,-,-,-,-,-,-,-,-,72,69,-,-,-,-,-,-,-,-,99.38,0.62,-,-,-,-,-,-,-,-,78,78,-,-,-,-,-,-,-,-,80,70,-,-,-,-,-,-,-,-,95,95,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone2,0,Normal Data User,75.02,Normal Data User,-,-,-,-,-,-,-,-,-,-,1922,840,-,-,-,-,-,-,-,-,3,404147_1,404147_2,-,81,81,80,65,83,80,-,-,-,-,-,-,-,-,-,-,-,-,-,Cooran,-,Cooran,-,-,-,-,-,-,-,Cooran,Cooran,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,CAT 4
24/03/2025,GBEDAAFEHEE,Mobiwire V Pro 2,$12 Prepaid Plus.,-,VIC,3159,67,69,68,75,100,100,-,100,50,0,-,100,58,74,93,21,100,2,85,100,100,100,338733_1,338734_2,338733_2,303196_1,303117_1,338739_1,338024_1,338739_3,338788_1,303367_3,76,81,84,77,77,80,81,77,79,76,96.02,0.75,0.6,0.45,0.38,0.38,0.3,0.23,0.23,0.15,74,78,78,70,76,69,77,63,76,81,85,100,100,60,70,80,80,70,75,70,100,100,100,100,95,100,95,100,100,100,20,35,40,65,55,60,55,60,45,30,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,80,-,100,100,100,-,100,-,-,Zone1,1.05,Normal Data User,41.39,Normal Data User,-,2,-,2,1,3,-,13,-,-,4474,3531,5748,69445,11381,16009,11299,56083,13049,10342,6,338733_1,303367_3,303196_1,60,100,60,85,86,80,40,88,87,-,0.1,-,0,0,0,-,0,-,-,Selby,Emerald,Belgrave Heights,Selby,Narre Warren,Tecoma,Narre Warren North,Narre Warren East,Narre Warren North,Narre Warren North,Selby,Emerald,Narre Warren,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,CAT 4
24/03/2025,GECIEGEDBCC,Apple iPhone 12 Pro (A2407),-,-,NSW,2804,67,75,63,82,63,25,-,100,100,-,-,100,52,78,83,0,100,0,78,88,100,100,240340_1,240341_1,-,-,-,-,-,-,-,-,71,67,-,-,-,-,-,-,-,-,50,50,-,-,-,-,-,-,-,-,78,78,-,-,-,-,-,-,-,-,80,75,-,-,-,-,-,-,-,-,95,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone3,-,-,8.73,Normal Data User,-,-,-,-,-,-,-,-,-,-,511,487,-,-,-,-,-,-,-,-,-,240341_1,240340_1,-,100,97,80,80,100,100,-,-,-,-,-,-,-,-,-,-,-,-,-,Cultowa,-,Cowra,-,-,-,-,-,-,-,Cowra,Cultowa,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,DFDIICBACHIHHGB,MeiG SLM320-L,-,-,NSW,2400,67,75,63,82,63,25,-,100,100,-,-,100,51,78,78,0,100,0,85,70,100,100,201662_1,-,-,-,-,-,-,-,-,-,67,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,78,-,-,-,-,-,-,-,-,-,85,-,-,-,-,-,-,-,-,-,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone3,-,-,1.24,Normal Data User,-,-,-,-,-,-,-,-,-,-,489,-,-,-,-,-,-,-,-,-,-,201662_1,-,-,100,98,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Moree,-,-,-,-,-,-,-,-,-,Moree,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,GDJAIGIHDGAB,Itel A70,-,-,QLD,4610,67,66,63,82,63,25,-,100,100,-,-,100,52,76,85,0,100,0,80,90,100,100,440247_1,-,-,-,-,-,-,-,-,-,69,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,76,-,-,-,-,-,-,-,-,-,80,-,-,-,-,-,-,-,-,-,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone3,-,-,13.85,Normal Data User,-,-,-,-,-,-,-,-,-,-,484,-,-,-,-,-,-,-,-,-,-,440247_1,-,-,80,100,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Boyneside,-,-,-,-,-,-,-,-,-,Boyneside,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,IGBDDCFABIIGA,Xiaomi 22061218C,-,-,QLD,4610,67,66,63,82,63,25,-,100,100,-,-,100,52,76,85,0,100,0,80,90,100,100,440247_1,-,-,-,-,-,-,-,-,-,69,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,76,-,-,-,-,-,-,-,-,-,80,-,-,-,-,-,-,-,-,-,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone3,-,-,13.85,Normal Data User,-,-,-,-,-,-,-,-,-,-,484,-,-,-,-,-,-,-,-,-,-,440247_1,-,-,80,100,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Boyneside,-,-,-,-,-,-,-,-,-,Boyneside,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,EBHJHDDEEEE,Guangdong PJX110,-,-,QLD,4870,67,66,72,82,63,25,-,100,100,-,-,100,52,77,85,0,100,0,70,100,100,100,440362_2,-,-,-,-,-,-,-,-,-,69,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,77,-,-,-,-,-,-,-,-,-,70,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone2,-,-,23.14,Normal Data User,-,-,-,-,-,-,-,-,-,-,3361,-,-,-,-,-,-,-,-,-,-,440362_2,-,-,80,100,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,STRATFORD,-,-,-,-,-,-,-,-,-,STRATFORD,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
