week,user,device,subscription,tenure,state,post_code,customer_experience_rank,area_experience_state_rank,area_experience_post_code_rank,customer_base_rank(data+voice),customer_base_rank(data),probing_eea_customer,crowd_data_customer,complaint_data_customer,customer_base_rank(voice),probing_netscout_customer,crowd_voice_customer,complaint_voice_customer,sector_base_rank,ran_sector,probing_sector,crowd_sector,complaint_sector,additional_sector,probing_sector_eea,probing_sector_netscout,complaint_data_sector,complaint_voice_sector,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s1_score,s2_score,s3_score,s4_score,s5_score,s6_score,s7_score,s8_score,s9_score,s10_score,s1-duration_%,s2-duration_%,s3-duration_%,s4-duration_%,s5-duration_%,s6-duration_%,s7-duration_%,s8-duration_%,s9-duration_%,s10-duration_%,s1-ran,s2-ran,s3-ran,s4-ran,s5-ran,s6-ran,s7-ran,s8-ran,s9-ran,s10-ran,s1-probing_sector_eea,s2-probing_sector_eea,s3-probing_sector_eea,s4-probing_sector_eea,s5-probing_sector_eea,s6-probing_sector_eea,s7-probing_sector_eea,s8-probing_sector_eea,s9-probing_sector_eea,s10-probing_sector_eea,s1-probing_sector_netscout,s2-probing_sector_netscout,s3-probing_sector_netscout,s4-probing_sector_netscout,s5-probing_sector_netscout,s6-probing_sector_netscout,s7-probing_sector_netscout,s8-probing_sector_netscout,s9-probing_sector_netscout,s10-probing_sector_netscout,s1-crowd,s2-crowd,s3-crowd,s4-crowd,s5-crowd,s6-crowd,s7-crowd,s8-crowd,s9-crowd,s10-crowd,s1-complaint-voice,s2-complaint-voice,s3-complaint-voice,s4-complaint-voice,s5-complaint-voice,s6-complaint-voice,s7-complaint-voice,s8-complaint-voice,s9-complaint-voice,s10-complaint-voice,s1-complaint-data,s2-complaint-data,s3-complaint-data,s4-complaint-data,s5-complaint-data,s6-complaint-data,s7-complaint-data,s8-complaint-data,s9-complaint-data,s10-complaint-data,s1-churn_score,s2-churn_score,s3-churn_score,s4-churn_score,s5-churn_score,s6-churn_score,s7-churn_score,s8-churn_score,s9-churn_score,s10-churn_score,zone,user_usage_data_volume(gb),primary_data_usage_pattern_user,s1_usage_data_volume(gb),primary_data_usage_pattern_sector,s1_churned_users,s2_churned_users,s3_churned_users,s4_churned_users,s5_churned_users,s6_churned_users,s7_churned_users,s8_churned_users,s9_churned_users,s10_churned_users,s1_customer_eea,s2_customer_eea,s3_customer_eea,s4_customer_eea,s5_customer_eea,s6_customer_eea,s7_customer_eea,s8_customer_eea,s9_customer_eea,s10_customer_eea,total_call_by_user,worst_sec1,worst_sec2,worst_sec3,capacity_worst_sec1,accessibility_worst_sec1,quality_worst_sec1,capacity_worst_sec2,accessibility_worst_sec2,quality_worst_sec2,capacity_worst_sec3,accessibility_worst_sec3,quality_worst_sec3,s1_churn_ratio,s2_churn_ratio,s3_churn_ratio,s4_churn_ratio,s5_churn_ratio,s6_churn_ratio,s7_churn_ratio,s8_churn_ratio,s9_churn_ratio,s10_churn_ratio,s1_city,s10_city,s2_city,s3_city,s4_city,s5_city,s6_city,s7_city,s8_city,s9_city,worst_sec1_city,worst_sec2_city,worst_sec3_city,complaint_rfc_fault,s1_complaint_count,s2_complaint_count,s3_complaint_count,s4_complaint_count,s5_complaint_count,s6_complaint_count,s7_complaint_count,s8_complaint_count,s9_complaint_count,s10_complaint_count,primary_voice_usage_pattern_user,user_category
24/03/2025,GBECEHHJCBD,Samsung Galaxy S24,$35 Pay and Go.,-,QLD,4869,64,66,70,69,88,75,-,100,50,0,-,100,59,77,74,25,100,20,49,99,100,100,440012_3,404736_2,404736_3,440055_2,440055_3,-,-,-,-,-,64,77,77,79,83,-,-,-,-,-,55.09,24.28,20.37,0.13,0.13,-,-,-,-,-,78,75,79,76,76,-,-,-,-,-,40,65,55,90,70,-,-,-,-,-,100,95,100,100,100,-,-,-,-,-,-,60,50,40,80,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,80,-,100,100,-,-,-,-,-,Zone2,0,Normal Data User,181.51,Normal Data User,-,13,-,1,1,-,-,-,-,-,2000,5395,1996,4649,3115,-,-,-,-,-,5,440012_3,404736_2,404736_3,70,88,80,65,88,88,80,87,73,-,0.2,-,0,0,-,-,-,-,-,Edmonton,-,Bentley Park,Bentley Park,MOUNT SHERIDAN,MOUNT SHERIDAN,-,-,-,-,Edmonton,Bentley Park,Bentley Park,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,CAT 4
24/03/2025,GBEDDDACDEJ,Apple iPhone 14 Pro (A2890),$54 Small+ Pln,-,VIC,3029,64,69,71,57,50,70,-,30,63,95,-,30,70,70,74,61,56,88,51,96,56,56,340526_3,340349_2,340335_3,303361_1,340024_1,340027_1,303322_1,340334_1,340024_3,340024_2,66,76,73,74,75,73,68,76,72,75,49.23,7.27,5.87,5.27,5.17,3.54,3.08,2.8,2.66,2.61,69,74,74,72,68,69,71,76,69,68,50,65,45,50,50,55,50,60,50,50,95,95,100,100,100,95,95,95,95,100,60,65,55,60,65,55,70,60,55,65,30,80,100,100,80,80,80,100,100,100,30,80,100,100,100,100,30,100,100,100,80,100,100,100,100,100,80,100,100,100,Zone2,0.3399999999999999,Normal Data User,983.24,Heavy Data User,35,12,21,20,26,25,55,2,14,19,59286,40391,50626,51256,57390,56078,42751,23116,45621,40128,126,340526_3,303322_1,340024_3,44,89,69,51,89,60,38,89,68,0.1,0,0,0,0,0,0.1,0,0,0,Truganina,Truganina,MOUNT COTTRELL,TRUGANINA,Hoppers Crossing,Truganina,TARNEIT,Werribee,MOUNT COTTRELL,Truganina,Truganina,Werribee,Truganina,"['Speed Issues', 'Poor Network Service']",12,3,-,-,1,3,10,-,-,-,Heavy Voice User,CAT 1
24/03/2025,IICDFACCBGFIGJB,THALES Cinterion PLS83-W,-,-,NSW,2827,64,75,69,75,50,0,-,100,100,-,-,100,52,81,80,0,100,0,75,85,100,100,201669_1,-,-,-,-,-,-,-,-,-,68,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,81,-,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone3,-,-,0.13,Normal Data User,-,-,-,-,-,-,-,-,-,-,491,-,-,-,-,-,-,-,-,-,-,201669_1,-,-,100,99,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Tooraweenah,-,-,-,-,-,-,-,-,-,Tooraweenah,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,JBJIBECFJACG,Guangdong CPH2477,-,-,VIC,3551,64,69,86,82,63,25,-,100,100,-,-,100,46,83,45,0,100,0,30,60,100,100,301193_3,-,-,-,-,-,-,-,-,-,55,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,83,-,-,-,-,-,-,-,-,-,29.999999999999982,-,-,-,-,-,-,-,-,-,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone2,-,-,0.4,Normal Data User,-,-,-,-,-,-,-,-,-,-,591,-,-,-,-,-,-,-,-,-,-,301193_3,-,-,100,84,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ravenswood South,-,-,-,-,-,-,-,-,-,Ravenswood South,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,IGBIGBFHAGGGG,Samsung Galaxy S24 ULTRA,-,-,NSW,2830,64,75,62,75,50,0,-,100,100,-,-,100,53,79,85,0,100,0,80,90,100,100,240333_3,240335_3,-,-,-,-,-,-,-,-,70,73,-,-,-,-,-,-,-,-,96,4,-,-,-,-,-,-,-,-,79,81,-,-,-,-,-,-,-,-,80,75,-,-,-,-,-,-,-,-,90,100,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone3,-,-,0.04,Normal Data User,-,-,-,-,-,-,-,-,-,-,250,486,-,-,-,-,-,-,-,-,-,240333_3,240335_3,-,90,100,80,100,98,80,-,-,-,-,-,-,-,-,-,-,-,-,-,Oakdene,-,Molong,-,-,-,-,-,-,-,Oakdene,Molong,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,EJBFBHGJEHAFA,u-blox TOBY-L210,-,-,NSW,2713,64,75,63,75,50,0,-,100,100,-,-,100,52,72,90,0,100,0,80,100,100,100,201680_0,-,-,-,-,-,-,-,-,-,70,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,72,-,-,-,-,-,-,-,-,-,80,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone3,-,-,0.56,Normal Data User,-,-,-,-,-,-,-,-,-,-,994,-,-,-,-,-,-,-,-,-,-,201680_0,-,-,60,100,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Finley,-,-,-,-,-,-,-,-,-,Finley,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,IGBDJFHIAHDCI,Unknown,-,-,VIC,3551,64,69,86,82,63,25,-,100,100,-,-,100,46,83,45,0,100,0,30,60,100,100,301193_3,-,-,-,-,-,-,-,-,-,55,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,83,-,-,-,-,-,-,-,-,-,29.999999999999982,-,-,-,-,-,-,-,-,-,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone2,-,-,0.4,Normal Data User,-,-,-,-,-,-,-,-,-,-,591,-,-,-,-,-,-,-,-,-,-,301193_3,-,-,100,84,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ravenswood South,-,-,-,-,-,-,-,-,-,Ravenswood South,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,GBECCAEICEH,Samsung Galaxy S23+,$49 Small Pln,-,SA,5098,64,74,67,55,55,100,-,10,55,100,-,10,73,76,80,61,48,100,60,100,39,56,588144_2,588168_2,505501_3,588152_3,505066_2,505558_1,505572_3,588258_2,505501_1,540032_1,70,78,78,70,76,78,78,77,79,78,76.5,3.36,2.24,1.82,1.12,1.12,0.98,0.98,0.84,0.84,76,70,79,70,71,74,76,76,76,74,60,70,60,55,60,60,55,60,65,55,100,100,100,100,100,100,100,100,100,100,60,60,60,70,60,65,70,60,65,70,50,100,100,80,100,100,100,50,100,100,30,100,100,30,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,Zone1,0.01,Normal Data User,369.6,Normal Data User,1,4,5,6,8,11,9,3,7,11,12051,28003,28510,30507,23273,33343,32961,25653,37021,41641,148,588144_2,588152_3,505066_2,70,88,67,41,88,67,40,89,68,0,0,0,0,0,0,0,0,0,0,Ingle Farm,Para Hills,Adelaide,Adelaide,Para Vista,Salisbury East,Modbury,Adelaide,Salisbury Plain,Adelaide,Ingle Farm,Para Vista,Salisbury East,"['Unplanned Mobile Outage', 'Call Dropped Blank Call']",15,-,-,8,-,-,-,4,-,-,Heavy Voice User,CAT 1
24/03/2025,BEADGJADDBE,Apple iPhone 15 (A3089),-,-,NSW,2804,64,75,63,75,50,0,-,100,100,-,-,100,52,78,83,0,100,0,65,100,100,100,240340_2,-,-,-,-,-,-,-,-,-,69,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,78,-,-,-,-,-,-,-,-,-,65,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone3,-,-,1.25,Normal Data User,-,-,-,-,-,-,-,-,-,-,696,-,-,-,-,-,-,-,-,-,-,240340_2,-,-,90,100,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cultowa,-,-,-,-,-,-,-,-,-,Cultowa,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,GGJIEGECHGD,Apple iPhone 14 Pro (A2890),-,-,NSW,2804,64,75,63,75,50,0,-,100,100,-,-,100,53,78,86,0,100,0,80,91,100,100,240340_1,240341_1,240344_3,-,-,-,-,-,-,-,71,67,73,-,-,-,-,-,-,-,58.82,29.41,11.76,-,-,-,-,-,-,-,78,78,74,-,-,-,-,-,-,-,80,75,95,-,-,-,-,-,-,-,95,80,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone3,-,-,8.73,Normal Data User,-,-,-,-,-,-,-,-,-,-,511,487,490,-,-,-,-,-,-,-,-,240341_1,240340_1,240344_3,100,97,80,80,100,100,50,100,80,-,-,-,-,-,-,-,-,-,-,Cultowa,-,Cowra,Koorawatha,-,-,-,-,-,-,Cowra,Cultowa,Koorawatha,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,BGFACCEGHAD,Unknown,-,-,NSW,2650,65,75,85,75,50,0,-,100,100,-,-,100,55,79,86,12,100,0,77,95,100,100,201692_1,201687_2,-,-,-,-,-,-,-,-,70,84,-,-,-,-,-,-,-,-,81.82,18.18,-,-,-,-,-,-,-,-,80,76,-,-,-,-,-,-,-,-,75,85,-,-,-,-,-,-,-,-,95,95,-,-,-,-,-,-,-,-,-,65,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone3,-,-,1.7200000000000002,Normal Data User,-,-,-,-,-,-,-,-,-,-,1237,3597,-,-,-,-,-,-,-,-,-,201692_1,-,-,100,100,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Wagga Wagga,-,Little Billabong,-,-,-,-,-,-,-,Wagga Wagga,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,IICDFACCBBFGABD,THALES Cinterion PLS83-W,-,-,WA,6420,65,69,78,78,55,10,-,100,100,-,-,100,51,78,78,0,100,0,75,80,100,100,640109_2,-,-,-,-,-,-,-,-,-,67,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,78,-,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone3,-,-,1.54,Normal Data User,-,-,-,-,-,-,-,-,-,-,430,-,-,-,-,-,-,-,-,-,-,640109_2,-,-,100,99,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Burracoppin,-,-,-,-,-,-,-,-,-,Burracoppin,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,IGBDFBHAAEIEG,Apple iPhone 13 Pro Max (A2644),-,-,TAS,7140,65,81,77,78,55,10,-,100,100,-,-,100,52,79,80,0,100,0,66,94,100,100,780015_1,780011_1,-,-,-,-,-,-,-,-,70,65,-,-,-,-,-,-,-,-,60,40,-,-,-,-,-,-,-,-,78,80,-,-,-,-,-,-,-,-,70,60,-,-,-,-,-,-,-,-,100,85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone3,-,-,11.35,Normal Data User,-,-,-,-,-,-,-,-,-,-,364,269,-,-,-,-,-,-,-,-,-,780011_1,780015_1,-,100,100,100,80,100,80,-,-,-,-,-,-,-,-,-,-,-,-,-,TARRALEAH,-,Bothwell,-,-,-,-,-,-,-,Bothwell,TARRALEAH,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,GBEACFCDFAJ,Guangdong CPH2271,Small 12m SIMO Pln,-,NSW,2865,65,75,58,74,55,10,-,100,93,85,-,100,56,81,85,15,100,0,75,95,100,100,240336_3,-,-,-,-,-,-,-,-,-,73,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,81,-,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,95,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone3,0.37,Normal Data User,0.08,Normal Data User,-,-,-,-,-,-,-,-,-,-,390,-,-,-,-,-,-,-,-,-,12,240336_3,-,-,100,99,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Manildra,-,-,-,-,-,-,-,-,-,Manildra,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,CAT 4
24/03/2025,IIABIBIFCEIDF,vivo V29,-,-,QLD,4737,65,66,67,80,60,20,-,100,100,-,-,100,50,70,69,10,100,0,50,88,100,100,404537_1,404652_1,-,-,-,-,-,-,-,-,61,69,-,-,-,-,-,-,-,-,66.67,33.33,-,-,-,-,-,-,-,-,71,69,-,-,-,-,-,-,-,-,40,70,-,-,-,-,-,-,-,-,95,75,-,-,-,-,-,-,-,-,-,30,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone2,-,-,56.28,Normal Data User,-,-,-,-,-,-,-,-,-,-,1604,3359,-,-,-,-,-,-,-,-,-,404537_1,404652_1,-,58,82,80,70,97,60,-,-,-,-,-,-,-,-,-,-,-,-,-,Sarina,-,Mackay,-,-,-,-,-,-,-,Sarina,Mackay,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,IGBFBGJGBJFID,Honor ALP-AN00,-,-,QLD,4737,65,66,67,82,63,25,-,100,100,-,-,100,48,71,68,0,100,0,40,95,100,100,404537_1,-,-,-,-,-,-,-,-,-,61,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,71,-,-,-,-,-,-,-,-,-,40,-,-,-,-,-,-,-,-,-,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone2,-,-,56.28,Normal Data User,-,-,-,-,-,-,-,-,-,-,1604,-,-,-,-,-,-,-,-,-,-,404537_1,-,-,58,82,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sarina,-,-,-,-,-,-,-,-,-,Sarina,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,IGBHCAHBDBEBD,HUAWEI TAS-AL00,-,-,QLD,4737,65,66,67,82,63,25,-,100,100,-,-,100,48,71,68,0,100,0,40,95,100,100,404537_1,-,-,-,-,-,-,-,-,-,61,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,71,-,-,-,-,-,-,-,-,-,40,-,-,-,-,-,-,-,-,-,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone2,-,-,56.28,Normal Data User,-,-,-,-,-,-,-,-,-,-,1604,-,-,-,-,-,-,-,-,-,-,404537_1,-,-,58,82,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sarina,-,-,-,-,-,-,-,-,-,Sarina,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,GDJJFBDBGEDJ,vivo Y19,-,-,QLD,4737,65,66,67,82,63,25,-,100,100,-,-,100,48,71,68,0,100,0,40,95,100,100,404537_1,-,-,-,-,-,-,-,-,-,61,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,71,-,-,-,-,-,-,-,-,-,40,-,-,-,-,-,-,-,-,-,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone2,-,-,56.28,Normal Data User,-,-,-,-,-,-,-,-,-,-,1604,-,-,-,-,-,-,-,-,-,-,404537_1,-,-,58,82,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sarina,-,-,-,-,-,-,-,-,-,Sarina,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,JBJJEAADJEBG,Samsung Galaxy A73 5G,-,-,VIC,3237,65,69,75,82,63,25,-,100,100,-,-,100,48,81,58,0,100,0,40,75,100,100,303480_2,-,-,-,-,-,-,-,-,-,59,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,81,-,-,-,-,-,-,-,-,-,40,-,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone3,-,-,5.83,Normal Data User,-,-,-,-,-,-,-,-,-,-,2357,-,-,-,-,-,-,-,-,-,-,303480_2,-,-,100,82,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Marengo,-,-,-,-,-,-,-,-,-,Marengo,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,GBECDHIJDFF,HMD TA-1618,-,-,QLD,4881,65,66,64,75,100,100,-,100,50,0,-,100,54,78,93,0,100,0,90,95,100,100,440002_3,-,-,-,-,-,-,-,-,-,73,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,78,-,-,-,-,-,-,-,-,-,90,-,-,-,-,-,-,-,-,-,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone2,-,-,41.870000000000005,Normal Data User,-,-,-,-,-,-,-,-,-,-,330,-,-,-,-,-,-,-,-,-,0,440002_3,-,-,80,100,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Kuranda,-,-,-,-,-,-,-,-,-,Kuranda,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,IICDFACDFJADHFH,Unknown,-,-,WA,6424,65,69,85,75,50,0,-,100,100,-,-,100,55,81,93,0,100,0,85,100,100,100,640104_1,-,-,-,-,-,-,-,-,-,73,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,81,-,-,-,-,-,-,-,-,-,85,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone3,-,-,0.28,Normal Data User,-,-,-,-,-,-,-,-,-,-,403,-,-,-,-,-,-,-,-,-,-,640104_1,-,-,100,100,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BODALLIN,-,-,-,-,-,-,-,-,-,BODALLIN,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,EIIJBBFCDGD,Unknown,-,-,VIC,3237,65,69,75,82,63,25,-,100,100,-,-,100,48,81,58,0,100,0,40,75,100,100,303480_2,-,-,-,-,-,-,-,-,-,59,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,81,-,-,-,-,-,-,-,-,-,40,-,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone3,-,-,5.83,Normal Data User,-,-,-,-,-,-,-,-,-,-,2357,-,-,-,-,-,-,-,-,-,-,303480_2,-,-,100,82,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Marengo,-,-,-,-,-,-,-,-,-,Marengo,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,GDJGBFCEECFD,Unknown,-,-,QLD,4737,65,66,67,82,63,25,-,100,100,-,-,100,48,71,68,0,100,0,40,95,100,100,404537_1,-,-,-,-,-,-,-,-,-,61,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,71,-,-,-,-,-,-,-,-,-,40,-,-,-,-,-,-,-,-,-,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone2,-,-,56.28,Normal Data User,-,-,-,-,-,-,-,-,-,-,1604,-,-,-,-,-,-,-,-,-,-,404537_1,-,-,58,82,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sarina,-,-,-,-,-,-,-,-,-,Sarina,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,IICDGAAAIFFJAAH,Hong Kong G40,-,-,QLD,4402,65,66,77,80,60,20,-,100,100,-,-,100,50,76,74,0,100,0,58,90,100,100,440246_1,440245_1,440247_1,-,-,-,-,-,-,-,64,66,69,-,-,-,-,-,-,-,75,16.67,8.33,-,-,-,-,-,-,-,76,78,76,-,-,-,-,-,-,-,55,60,80,-,-,-,-,-,-,-,90,90,90,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone3,-,-,18.68,Normal Data User,-,-,-,-,-,-,-,-,-,-,937,673,484,-,-,-,-,-,-,-,-,440246_1,440245_1,440247_1,80,99,80,90,98,60,80,100,80,-,-,-,-,-,-,-,-,-,-,Cooyar,-,Kumbia,Boyneside,-,-,-,-,-,-,Cooyar,Kumbia,Boyneside,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,GGGBFGBBEJA,Samsung Galaxy A14 5G,-,-,QLD,4737,65,66,67,82,63,25,-,100,100,-,-,100,48,71,68,0,100,0,40,95,100,100,404537_1,-,-,-,-,-,-,-,-,-,61,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,71,-,-,-,-,-,-,-,-,-,40,-,-,-,-,-,-,-,-,-,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone2,-,-,56.28,Normal Data User,-,-,-,-,-,-,-,-,-,-,1604,-,-,-,-,-,-,-,-,-,-,404537_1,-,-,58,82,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sarina,-,-,-,-,-,-,-,-,-,Sarina,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
